star,Gaia DR3 ID,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class
ZTF J201434.31+031258.3,4244203638718892160,J201434.31+031258.2,GALEX J201434.3+031258,303.6429756097095,3.2161918803068623,1757.5307182726106,,13.95,0.42,-0.4423,14.753282,1070.4941,15.263253,306.05936,14.071313,313.69412,13.129,0.026,12.628,0.028,12.51,0.03,12.477,0.023,12.476,0.026,12.318,0.471,8.851,,,--,20.548200607299805,0.15950000286102295,,,,,0000,AACU,RS,SSG
ZTF J201337.71+031930.0,4244396564351158272,J201337.71+031929.9,,303.40715047084507,3.324995839616816,1743.0523359902963,,8.37,0.39,-0.0273,15.230536,569.55133,15.786154,171.72356,14.521528,213.97295,13.606,0.026,13.085,0.021,12.925,0.032,12.952,0.025,12.976,0.03,12.625,,8.784,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J201149.76+040607.9,4244499682226042752,J201149.76+040607.6,GALEX J201149.5+040607,302.95735356514655,4.102180328397009,1440.1779653055628,,32.38,0.4,-0.1903,12.863182,301.65256,13.462211,87.80091,12.122312,108.68992,11.27,0.02,10.66,0.023,10.542,0.021,10.471,0.104,10.497,0.089,10.452,0.224,8.721,,,--,20.36910057067871,0.1467999964952469,,,,,0000,AABU,RS,SSG
ZTF J203017.04+040226.2,4245281331910650496,J203017.03+040226.3,,307.57102352306094,4.040593917127271,1872.6782318445955,,16.49,0.27,0.1999,15.605887,537.09906,16.272442,116.22566,14.810607,171.03569,13.797,0.029,13.178,0.03,12.956,0.035,12.784,0.024,12.853,0.027,12.228,,8.636,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J202601.69+045715.1,4246336931792668928,J202601.70+045715.1,GALEX J202601.7+045716,306.5070789025518,4.954191133760081,1753.932400935021,,4.87,0.2,,15.067057,555.3074,15.745629,162.53426,14.255965,189.99037,13.122,0.025,12.47,0.029,12.354,0.03,12.217,0.023,12.215,0.023,12.0,,8.52,,21.85919952392578,0.3778,22.29319953918457,0.3546999990940094,,,,,0000,AAUU,SSG,-999
ZTF J203030.71+055659.7,4246515877310680576,J203030.71+055659.7,GALEX J203030.7+055700,307.62798744762193,5.949916939670444,1180.672231098323,,6.55,0.32,-0.288,13.951612,425.51385,14.533835,134.62071,13.221933,155.03671,12.277,0.021,11.685,0.023,11.553,0.023,11.46,0.023,11.484,0.021,11.124,0.123,9.058,,,--,20.852699279785156,0.13920000195503235,,,,,0000,AABU,RS,SSG
ZTF J202800.21+061550.2,4246600299187710464,J202800.21+061550.0,,307.0008959769154,6.263918139457969,1238.147982941808,,2.92,0.27,-0.1605,14.737859,345.30032,15.450466,84.90764,13.902634,98.514854,12.516,0.027,11.869,0.025,11.725,0.029,11.68,0.023,11.687,0.022,11.458,0.171,8.811,,,,,,,,,,0000,AABU,SSG,SSG
ZTF J200238.25+031800.7,4247023714254891008,J200238.24+031800.7,GALEX J200238.2+031800,300.6593881,3.3001875723238845,1573.1939599756638,,8.45,0.38,,14.59059,1566.8474,15.1425905,401.59735,13.885855,577.1612,13.032,0.025,12.57,0.03,12.437,0.027,12.355,0.025,12.405,0.027,12.514,0.459,9.207,,,--,22.338600158691406,0.361299991607666,,,,,0000,AACU,RS,-999
ZTF J200211.65+035513.4,4247387377725462272,J200211.65+035513.2,,300.5485580264708,3.9203672157267446,1895.711887645628,,9.95,0.36,0.0205,15.804929,663.1475,16.487392,192.58838,14.9915495,239.21472,13.762,0.024,13.118,0.026,12.953,0.035,12.867,0.025,12.858,0.029,11.851,0.261,9.046,,,,,,,,,,0000,AABU,SSG,SSG
ZTF J201043.74+040107.5,4247494713241090048,J201043.74+040107.3,GALEX J201043.7+040106,302.6822597396103,4.018713688032032,1114.9430982843585,,1.32,0.34,-0.0459,13.247724,597.51355,13.850565,169.82327,12.498125,193.49757,11.528,0.023,11.001,0.022,10.816,0.021,10.697,0.023,10.712,0.02,10.647,0.114,8.599,0.435,,--,20.303199768066406,0.0885000005364418,,,,,hh00,AABC,RS,SSG
ZTF J200647.03+040909.2,4247550105438667136,J200647.03+040909.1,GALEX J200646.9+040908,301.6959863377434,4.152545592335017,1571.8821021181554,,4.95,0.33,-0.3752,14.265254,436.3009,14.908345,136.66245,13.484532,164.75104,12.504,0.024,11.889,0.024,11.719,0.025,11.57,0.023,11.582,0.022,11.791,0.284,8.758,,,--,21.55139923095703,0.21580000221729279,,,,,dh00,AABU,RS,SSG
ZTF J201110.17+045807.8,4247698951825175424,J201110.17+045807.7,GALEX J201110.1+045807,302.7923837750442,4.968805121,1594.7007216842644,,0.92,0.43,-0.0937,13.767637,518.022,14.44006,149.65334,12.9685755,157.21489,11.909,0.023,11.243,0.028,11.077,0.022,11.07,0.023,11.045,0.02,10.947,0.122,9.022,,,--,21.200700759887695,0.23669999837875366,,,,,d000,AABU,RS,SSG
ZTF J195905.83+041518.5,4248080413646517248,J195905.85+041517.4,GALEX J195905.8+041518,299.77433387662086,4.255106755363386,1827.3894435847292,,2.9,0.3,-0.3977,14.98972,383.8179,15.519108,117.773964,14.282321,132.02016,13.326,0.044,12.786,0.049,12.614,0.044,12.253,0.023,12.273,0.023,12.083,0.307,8.784,,,--,20.988300323486328,0.21629999577999115,,,,,hh00,AABU,RS,SSG
ZTF J195956.64+042240.5,4248086014283863424,J195956.63+042240.4,GALEX J195956.7+042241,299.9859988580867,4.377895717223212,1676.473631564869,,9.73,0.3,,14.950989,958.3911,15.544158,254.08603,14.209913,351.24918,13.146,0.024,12.596,0.022,12.533,0.029,12.506,0.024,12.498,0.025,11.864,,9.088,,,--,21.945199966430664,0.3781000077724457,,,,,0hd0,AAUU,RS,-999
ZTF J200214.62+045550.6,4248227816924195456,J200214.61+045550.2,,300.5609382417883,4.93072545865,1949.331470901324,,19.15,0.35,0.0612,15.683894,544.50323,16.383635,128.17493,14.868179,206.93228,13.799,0.032,13.135,0.024,12.97,0.032,12.738,0.026,12.771,0.027,12.409,0.417,8.863,,,,,,,,,,dd00,AACU,SSG,SSG
ZTF J195437.23+050005.1,4248425488501454848,J195437.23+050005.0,,298.6551374966412,5.001396768709034,1693.4610459566163,,6.21,0.32,-0.1599,14.309516,651.8946,14.889789,232.1589,13.580702,256.5006,12.605,0.025,11.894,0.029,11.463,0.028,10.847,0.022,10.473,0.02,8.501,0.024,5.844,0.043,,,,,,,,,hh00,AAAA,RS,SSG
ZTF J200338.92+050845.3,4248610928007812992,J200338.92+050845.1,,300.9121903887174,5.145906194665481,1690.3395831081002,,6.06,0.3,-0.4026,15.824426,495.35684,16.472939,133.99487,15.042202,187.1178,13.97,0.026,13.387,0.028,13.163,0.038,13.257,0.026,13.275,0.032,12.237,,8.621,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J200546.22+052006.1,4248629207389293056,J200546.23+052006.1,GALEX J200546.2+052005,301.4426214,5.3350310906646365,1442.5090211325366,,2.43,0.47,-0.4926,14.708036,375.04324,15.440793,104.84997,13.8468685,140.0326,12.534,0.024,11.876,0.022,11.734,0.026,11.611,0.023,11.577,0.022,11.711,0.25,8.274,,,--,22.17530059814453,0.451200008392334,,,,,0000,AABU,SSG,SSG
ZTF J200602.67+060105.3,4248807396991281664,J200602.67+060105.3,GALEX J200602.6+060104,301.51114897474946,6.018139849,1415.1115105185202,,3.59,0.41,-0.4092,14.316614,650.56085,14.877912,193.50824,13.596475,258.63467,12.545,0.024,12.034,0.023,11.907,0.024,11.831,0.023,11.831,0.022,11.87,0.268,8.606,,,--,21.208900451660156,0.2712000012397766,,,,,0000,AABU,RS,SSG
ZTF J200649.09+061828.4,4248844711668217856,J200649.08+061828.2,,301.70456171216864,6.307855792468542,1916.4061938726609,,16.18,0.44,-0.0013,15.559281,896.1576,16.218979,259.66028,14.766949,229.92467,13.674,0.026,13.065,0.028,12.946,0.032,12.938,0.025,12.99,0.03,12.221,,8.731,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J200149.79+060640.1,4248931882323932288,J200149.81+060639.8,,300.45748730694925,6.111121187662071,1747.9369301175473,,7.84,0.37,-0.0698,14.769701,541.5388,15.404601,125.85807,13.990685,192.96881,12.91,0.036,12.314,0.045,12.108,0.031,11.848,0.022,11.896,0.022,12.037,0.295,8.998,,,,,,,,,,0000,AABU,RS,SSG
ZTF J201427.99+053919.1,4249272696562025472,J201427.99+053918.9,,303.6166498,5.6552814647369125,1843.6512940005816,,12.1,0.34,-0.2218,14.946441,221.3384,15.619014,60.661392,14.132107,81.747314,13.116,0.026,12.492,0.025,12.305,0.028,12.213,0.023,12.218,0.024,12.483,0.528,9.106,,,,,,,,,,0000,AACU,SSG,SSG
ZTF J202145.35+071943.1,4249951919867281792,J202145.35+071943.0,,305.4389936319293,7.328627004626875,1511.136811687806,,21.55,0.39,,14.482295,495.26376,15.083023,142.22203,13.738646,189.7746,12.764,0.027,12.155,0.024,12.064,0.021,11.979,0.024,12.016,0.023,11.624,0.218,8.986,,,,,,,,,,0000,AABU,RS,-999
ZTF J201121.33+073412.0,4250544174382874752,J201121.33+073411.9,,302.8389001608662,7.569985203433738,1793.392097518616,,3.69,0.47,-0.0699,14.663783,446.848,15.35062,105.25257,13.849613,169.603,12.704,0.033,12.047,0.033,11.898,0.027,11.872,0.026,11.887,0.025,11.827,0.312,8.422,,,,,,,,,,0000,AABU,RS,SSG
ZTF J200533.15+065008.5,4250575824005878400,J200533.15+065008.3,,301.3881459806255,6.835677045348938,1483.7282483210784,,0.42,0.5,-0.1137,12.509676,511.28235,12.752324,166.85483,12.111956,173.05197,11.706,0.023,11.517,0.022,11.468,0.021,11.378,0.023,11.375,0.022,11.404,0.171,8.687,,,,,,,,,,0000,AABU,RS,RS
ZTF J200741.68+072009.2,4250620526026098176,J200741.68+072008.8,,301.92366818768846,7.335867343602016,1735.5929963894405,,10.23,0.45,-1.2597,16.367315,432.49643,17.159113,59.918404,15.455543,125.38247,13.825,0.027,13.174,0.027,13.018,0.037,13.004,0.023,12.996,0.028,11.835,,9.067,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J195908.40+064513.3,4297064687457275008,J195908.39+064513.8,,299.78500868383344,6.753717728259286,1155.6688055457944,,1.06,0.44,,14.382394,441.0693,14.97516,141.56633,13.634369,155.89154,12.461,0.036,11.875,0.037,11.777,0.024,11.601,0.024,11.634,0.021,11.89,0.314,8.362,,,,,,,,,,0000,AABU,RS,-999
ZTF J195624.03+064726.7,4297100249787361536,J195624.02+064726.6,,299.1001589700556,6.790729666423783,1827.5246886925288,,12.11,0.43,-0.16,16.131605,591.3132,16.842136,142.05505,15.302342,178.31029,14.039,0.024,13.37,0.028,13.266,0.031,13.241,0.024,13.197,0.032,12.051,,8.891,,,,,,,,,,d000,AAUU,SSG,SSG
ZTF J195853.42+064636.2,4297111588501186304,J195853.41+064636.1,,299.7226144890933,6.776717921999652,1399.789572459727,,0.9,0.45,0.3077,14.279291,299.38303,14.939008,90.93444,13.4948845,111.926765,12.604,0.025,11.991,0.034,11.774,0.019,11.556,0.023,11.576,0.022,11.378,0.176,8.742,,,,,,,,,,0000,AABU,RS,SSG
ZTF J195627.35+065852.8,4297318193607880704,J195627.34+065852.9,,299.11396547994605,6.981347072762672,1283.999455833409,,0.9,0.35,-0.6126,14.758422,592.4129,15.42915,139.51387,13.953671,210.29854,12.931,0.023,12.297,0.025,12.136,0.026,11.947,0.023,11.933,0.024,12.311,0.4,8.961,,,,,,,,,,0000,AACU,SSG,SSG
ZTF J195738.80+072003.1,4297424914954922240,J195738.80+072003.0,,299.4116703771687,7.334192795278121,1544.584326383081,,5.71,0.44,,15.236818,277.27408,15.873867,84.84927,14.440588,93.314125,13.271,0.031,12.721,0.034,12.58,0.022,12.49,0.024,12.466,0.025,12.321,,8.838,,,,,,,,,,0000,AAUU,RS,-999
ZTF J195340.50+080445.0,4298240305913375616,J195340.50+080445.0,,298.4187693427548,8.079181679781435,998.5730621897342,,6.08,0.4,-0.4979,13.4719715,211.33047,14.053378,63.387302,12.737431,79.72723,11.904,0.027,11.293,0.025,11.149,0.023,11.069,0.023,11.046,0.022,11.09,0.136,8.879,,,,,,,,,,0000,AABU,RS,SSG
ZTF J195359.62+080458.4,4298287000793236992,J195359.61+080458.5,,298.4984138796581,8.082906008764366,1154.624094429927,,4.08,0.4,-0.2538,13.4690485,670.96124,13.915616,202.35138,12.85363,243.8992,12.073,0.024,11.689,0.027,11.562,0.019,11.521,0.023,11.551,0.023,11.5,0.188,8.784,,,,,,,,,,0000,AABU,RS,SSG
ZTF J195516.93+085800.7,4298404304943247616,J195516.93+085800.5,,298.82058148903405,8.966864549478789,1954.806140108492,,2.56,0.49,-0.4282,16.060163,278.9292,16.72097,81.23409,15.270417,104.89799,14.226,0.061,13.588,0.063,13.389,0.06,13.262,0.032,13.288,0.037,12.062,,7.803,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J195105.50+081829.5,4298446670502191872,J195105.51+081829.5,,297.7729603977456,8.308209239,1871.8944853199737,,5.35,0.48,-0.106,15.6768875,221.2886,16.439491,65.33354,14.812214,72.65992,13.638,0.026,12.913,0.027,12.825,0.03,12.656,0.023,12.688,0.026,11.922,,8.794,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J200756.84+091411.1,4299353870661436032,J200756.85+091411.0,GALEX J200756.8+091412,301.98686167511204,9.236406072087144,1938.8923645208213,,2.37,0.47,-0.3651,15.148858,1234.2511,15.647488,311.95514,14.485937,408.09305,13.818,0.029,13.285,0.025,13.214,0.039,13.072,0.024,13.106,0.029,12.521,,8.89,,,--,22.003400802612305,0.3882000148296356,,,,,0000,AAUU,RS,SSG
ZTF J200600.84+110855.1,4300645350159181440,J200600.84+110855.1,,301.5035249326144,11.14862151953572,1747.3255788178803,,3.52,0.39,-0.37,14.31135,708.27466,14.801,213.08827,13.649669,239.41612,12.729,0.029,12.175,0.022,12.098,0.026,12.022,0.023,12.038,0.024,12.263,0.437,8.866,,,,,,,,,,0000,AACU,RS,SSG
ZTF J200159.68+122153.5,4304011436288009216,J200159.69+122153.5,,300.4986901094977,12.364841215868273,1947.132439652701,,16.62,0.47,,14.021262,1023.50824,14.533535,287.03397,13.342805,314.34036,12.588,0.021,12.032,0.022,11.941,0.022,11.901,0.024,11.934,0.025,12.625,0.455,8.8,,,,,,,,,,0000,AACU,RS,-999
ZTF J163038.64+000545.2,4383506092599399296,J163038.64+000545.2,,247.6610388713752,0.095898679,1591.7347510454158,,20.87,0.26,-0.3766,15.456162,251.59561,16.108599,72.25379,14.652114,88.82198,13.584,0.023,12.968,0.023,12.824,0.023,12.733,0.024,12.688,0.025,11.665,,8.957,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J163822.95+005208.4,4383981390860412672,J163822.95+005208.3,GALEX J163823.0+005209,249.59565970295552,0.8689904892142761,1110.438444976939,,19.1,0.37,-0.0408,14.227466,435.522,14.898484,130.42938,13.426759,174.23637,12.203,0.027,11.593,0.023,11.462,0.023,11.481,0.022,11.476,0.021,11.297,0.182,8.531,,,--,21.77680015563965,0.27079999446868896,,,,,0000,AABU,SSG,SSG
ZTF J172515.59+033124.8,4389087729020182528,J172515.59+033124.7,,261.31497673613325,3.5235420815405623,1983.7044828491464,,14.79,0.38,,15.478403,463.36243,16.06118,124.33782,14.733913,165.54712,13.714,0.024,13.229,0.032,13.019,0.025,13.004,0.024,12.945,0.027,11.948,,9.198,,,,,,,,,,0000,AAUU,RS,-999
ZTF J173505.02+050730.8,4389582131296202880,J173505.02+050730.7,,263.7709384760658,5.125218837100507,1986.075731947874,,8.25,0.48,-0.3702,15.896473,192.19656,16.678843,52.65005,14.973945,70.74258,13.515,0.024,12.842,0.031,12.699,0.026,12.61,0.024,12.548,0.024,12.222,0.412,8.836,,,,,,,,,,0000,AACU,cut,SSG
ZTF J172911.44+045423.7,4389711186473469184,J172911.43+045423.6,GALEX J172911.3+045423,262.29768340524987,4.9065576597413925,1684.5544759991374,,4.49,0.35,-0.4456,14.769466,307.09808,15.356097,97.53086,14.017721,100.74743,12.9,0.024,12.311,0.031,12.162,0.021,12.095,0.024,12.081,0.023,11.736,0.223,8.94,,,--,21.600299835205078,0.22100000083446503,,,,,0000,AABU,RS,SSG
ZTF J171825.67+044846.8,4390224860263541888,J171825.68+044846.8,,259.6069993719723,4.812995036868613,1510.1678915777857,,14.93,0.34,-0.0743,14.93139,295.39832,15.629624,83.95207,14.107997,108.161446,12.863,0.023,12.247,0.031,12.115,0.023,12.001,0.022,12.034,0.023,11.786,,8.375,,,,,,,,,,hh00,AAUU,SSG,SSG
ZTF J172612.12+054826.7,4390580758434356864,J172612.12+054826.6,GALEX J172612.1+054826,261.55051905749764,5.8074236223564535,822.7681012376737,,5.22,0.34,-0.4601,12.775597,227.3071,13.462285,66.69865,11.967941,85.08835,10.842,0.022,10.193,0.03,10.002,0.019,9.929,0.023,9.887,0.02,9.641,0.046,8.525,,,--,20.50979995727539,0.1128000020980835,,,,,0000,AAAU,SSG,SSG
ZTF J173022.88+055630.3,4390631168467901824,J173022.88+055630.2,GALEX J173022.8+055630,262.59536828892453,5.941725437086753,1636.3625943289894,,15.64,0.33,,15.003125,621.8082,15.614329,154.88052,14.243262,220.59396,13.228,0.024,12.662,0.032,12.522,0.03,12.526,0.025,12.525,0.025,12.173,,9.031,,,--,22.478500366210938,0.31769999861717224,,,,,0000,AAUU,RS,-999
ZTF J172722.56+064344.6,4390935767548037760,J172722.56+064344.5,GALEX J172722.5+064345,261.84399924966215,6.729047347713819,846.9690552400785,,2.75,0.32,-0.5208,14.701672,126.36868,15.511895,38.210377,13.789549,48.611095,12.212,0.021,11.573,0.022,11.382,0.023,11.312,0.023,11.247,0.021,11.042,0.123,8.27,,,--,21.870899200439453,0.26350000500679016,,,,,0000,AABU,SSG,SSG
ZTF J172548.06+065548.3,4390996275047164800,J172548.06+065548.3,,261.4502754058768,6.930089548616706,1197.7370783276583,,3.52,0.35,-0.3075,15.1841135,414.91565,15.873433,128.05351,14.372783,141.86197,13.082,0.027,12.484,0.026,12.338,0.023,12.368,0.023,12.35,0.024,11.979,,9.217,,,,,,,,,,dd00,AAUU,SSG,SSG
ZTF J165917.61+033317.7,4391381516432503936,J165917.61+033317.7,GALEX J165917.5+033318,254.82338374554956,3.5549231063199755,857.4122688812361,,3.35,0.28,-0.3259,14.28818,261.1174,15.078539,77.51016,13.3934355,95.776886,11.931,0.022,11.257,0.025,11.051,0.021,10.944,0.023,10.894,0.021,10.71,0.092,8.386,,,--,21.73900032043457,0.20839999616146088,,,,,0000,AAAU,SSG,SSG
ZTF J170803.66+041244.8,4391669485400633216,J170803.67+041244.8,GALEX J170803.7+041246,257.01527836401567,4.212438126207728,777.6228943,,3.21,0.38,,13.826125,204.39398,14.635759,58.7021,12.935924,79.14681,11.863,0.023,11.135,0.024,10.89,0.021,10.694,0.024,10.673,0.022,10.535,0.105,8.41,,,--,21.46489906311035,0.29100000858306885,,,,,0000,AAAU,SSG,-999
ZTF J171148.03+050836.4,4391840837415662592,J171148.03+050836.4,GALEX J171148.0+050836,257.95015447377705,5.143443566794334,1130.468214985567,,15.8,0.5,-0.22,14.0055895,1036.0577,14.604684,271.55948,13.258095,372.9655,12.308,0.022,11.83,0.034,11.656,0.023,11.544,0.023,11.57,0.022,11.243,0.15,9.119,,,--,22.32859992980957,0.40939998626708984,,,,,0000,AABU,RS,SSG
ZTF J172403.02+071338.7,4394024879825247360,J172403.02+071338.6,GALEX J172403.0+071339,261.0125864606739,7.2274037972859215,1142.076186422683,,5.33,0.34,0.2357,14.136938,243.93494,14.765669,72.8409,13.347295,84.10827,12.084,0.024,11.454,0.024,11.29,0.021,11.296,0.023,11.249,0.021,11.068,0.137,8.836,,,--,21.25279998779297,0.34060001373291016,,,,,0000,AABU,RS,SSG
ZTF J170859.92+064237.5,4394497772904163456,J170859.92+064237.4,GALEX J170900.0+064236,257.2496884064024,6.710393191210266,1961.8615836408296,,18.28,0.34,,14.76165,464.06912,15.312633,140.71992,14.049167,150.48912,13.069,0.024,12.542,0.024,12.397,0.024,12.358,0.024,12.384,0.024,12.153,0.389,9.066,,,--,21.382400512695312,0.30140000581741333,,,,,0000,AACU,RS,-999
ZTF J171234.74+071724.6,4394636036491656832,J171234.74+071724.5,GALEX J171234.7+071725,258.1447727825993,7.290148035542849,958.9247841826948,,2.81,0.46,-0.5099,14.131744,720.3401,14.801838,229.93999,13.32629,235.13446,12.267,0.022,11.638,0.024,11.547,0.027,11.372,0.022,11.337,0.021,11.171,0.249,8.716,,,--,21.44930076599121,0.4514000117778778,,,,,0000,AABU,SSG,SSG
ZTF J153340.57-040227.0,4401816328455105792,J153340.57-040227.0,GALEX J153340.5-040226,233.4190763841797,-4.04087722,906.3677216066473,,9.59,0.49,-0.01,13.256176,495.2511,13.923452,117.119484,12.455125,148.547,11.421,0.024,10.749,0.022,10.625,0.023,10.504,0.022,10.511,0.02,10.506,0.095,8.844,,,--,21.084299087524414,0.19550000131130219,,,,,0000,AAAU,RS,SSG
V2678 Oph,4407683734819367168,J162226.30+000722.4,,245.6095623729267,0.1228887211742375,397.0632461729662,,23.11,0.26,-0.1193,10.797032,486.95898,11.360411,138.72923,10.08028,173.52817,9.214,0.035,8.664,0.023,8.504,0.022,8.379,0.022,8.409,0.019,8.319,0.023,7.962,0.222,,,,,,,,,0000,AAAB,RS,SSG
ZTF J162009.84+005604.4,4408672608089970560,J162009.85+005604.4,GALEX J162009.8+005605,245.04107648721128,0.9345700806586592,1097.1031338859807,,3.95,0.27,-0.0691,13.474605,469.2374,14.063675,140.40865,12.733875,177.08081,11.564,0.026,11.026,0.032,10.895,0.019,10.821,0.023,10.83,0.022,10.851,0.114,9.036,,,--,20.780099868774414,0.1573999971151352,,,,,0000,AABU,RS,SSG
ZTF J161106.88+015153.6,4411934206256231296,J161106.88+015153.5,GALEX J161106.9+015153,242.77868326713016,1.864883438191972,1809.121799097404,,15.45,0.25,-0.6937,14.426894,659.1606,14.945615,226.90736,13.735991,236.3972,12.843,0.026,12.307,0.027,12.158,0.026,12.057,0.075,12.031,0.023,11.688,0.235,8.948,,,--,20.51460075378418,0.20059999823570251,,,,,0000,AABU,RS,SSG
ZTF J153640.62-000341.4,4416657880004375808,J153640.62-000341.4,,234.16927853575132,-0.061535567,1227.1745134099556,,8.08,0.26,-0.4835,14.635662,483.19016,15.223786,145.17316,13.887881,130.40671,12.768,0.026,12.278,0.024,12.124,0.026,12.231,0.023,12.156,0.024,12.136,0.422,8.669,,,,,,,,,,0000,AACU,RS,SSG
TYC 5003-138-1,4416928840900604288,J152652.71-005311.8,GALEX J152652.7-005311,231.7195972897438,-0.886668576,262.2063293649411,12.98,11.86,0.38,-0.1607,10.91943,355.7769,11.542092,105.62379,10.146987,128.78186,9.084,0.023,8.492,0.027,8.317,0.026,8.216,0.023,8.215,0.02,8.148,0.022,7.704,0.187,21.42460060119629,0.2894,18.321399688720703,0.040699999779462814,Yes,Variable H-alpha,Normal Emission,Variable,0000,AAAB,RS,SSG
V0445 Ser,4421009025472048000,J152951.05+020247.9,GALEX J152951.0+020249,232.46266807976596,2.046505139150289,350.50877599861417,,11.38,0.15,-0.2938,12.104577,244.44011,12.738943,65.453156,11.31454,86.71934,10.21,0.035,9.621,0.032,9.473,0.027,9.24,0.023,9.193,0.021,9.123,0.038,8.691,0.454,,--,18.707300186157227,0.06939999759197235,,,,,0000,AAAC,SSG,SSG
ZTF J153614.14+060632.3,4428978423189734528,J153614.14+060632.2,GALEX J153614.1+060633,234.05892269343832,6.108932441,1666.569786973407,,8.31,0.14,-0.322,15.355271,408.2741,15.909082,92.382645,14.637804,160.23196,13.684,0.024,13.108,0.027,12.997,0.033,12.958,0.025,12.943,0.027,12.292,,9.038,,,--,22.602100372314453,0.40290001034736633,,,,,0000,AAUU,RS,SSG
CSS J154619.9+064830,4429781960031179392,J154619.95+064829.8,,236.58315982726464,6.808269845279402,1710.2676833209894,,21.69,0.1,-0.099,14.264665,351.5814,14.809837,97.79382,13.559611,124.21759,12.541,0.022,12.039,0.026,11.863,0.022,11.778,0.024,11.781,0.022,11.549,0.212,9.067,,,,,,,,,,hh00,AABU,RS,SSG
CSS J154652.4+090212,4431451568437787008,J154652.48+090212.2,GALEX J154652.4+090213,236.71867551760877,9.036705662,1268.4642202944638,,0.31,0.12,,13.798967,147.73672,14.344704,45.157803,13.092207,50.45034,12.112,0.022,11.523,0.023,11.394,0.022,11.331,0.024,11.34,0.022,11.102,0.126,8.59,,,--,20.334800720214844,0.1615000069141388,,,,,0000,AABU,RS,-999
CSS J163000.1+043519,4433786793697843712,J163000.03+043520.2,GALEX J163000.0+043520,247.5001146630366,4.588962765,1085.5276863890028,,14.23,0.17,-0.069,13.291139,373.92783,13.840761,109.42469,12.577285,148.17192,11.624,0.026,11.052,0.022,10.925,0.019,10.877,0.023,10.895,0.021,10.719,0.107,8.282,,,--,20.515199661254883,0.15129999816417694,,,,,0000,AAAU,RS,SSG
