star,Gaia DR3 ID,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class
IN Leo,3884704946075965696,J103959.00+132721.8,GALEX J103959.0+132722,159.99585907089082,13.45601320273339,234.03747952389335,,6.22,0.11,,9.997467,296.17075,10.531543,105.17114,9.305071,120.05461,8.288,0.023,7.771,0.049,7.632,0.018,7.606,0.031,7.634,0.021,7.548,0.021,7.741,0.251,19.699600219726562,0.1596,16.4862003326416,0.013000000268220901,,,,,0000,AAAB,RS,-999
CSS J102618.9+183510,3890959552329818752,J102618.91+183510.4,GALEX J102618.9+183510,156.5788205317009,18.586220546396785,1398.6399656159415,,7.86,0.06,-0.3421,14.452617,249.7878,15.0394125,73.8198,13.706943,91.46102,12.934,0.023,12.349,0.022,12.203,0.022,11.988,0.023,11.943,0.022,11.754,0.277,8.543,,,--,21.743900299072266,0.2102999985218048,,,,,0000,AABU,SSG,SSG
ZTF J123921.35+102340.8,3903466806333755776,J123921.34+102340.8,,189.8389367332619,10.394665642528746,1102.3841050517558,,3.48,0.06,-0.1288,14.282534,359.6002,14.906884,103.618195,13.508817,109.27063,12.421,0.024,11.809,0.022,11.672,0.023,11.607,0.021,11.589,0.022,11.369,0.213,8.745,,,,,,,,,,0000,AABU,SSG,SSG
OS Leo,3910734887431083904,J113336.96+075128.3,,173.40398444327738,7.857794516241146,297.69640356070994,,5.71,0.12,-0.4226,11.008295,405.0846,11.559378,120.09617,10.297694,160.6174,9.355,0.024,8.755,0.047,8.622,0.024,8.479,0.022,8.499,0.02,8.386,0.025,8.129,0.309,,,,,,,,,0000,AAAB,RS,SSG
NP Com,3930914980250061824,J124848.29+144529.8,,192.20124534840645,14.758237172382652,256.7281899959495,49.36,2.46,0.07,-0.0397,9.533147,792.1909,10.050766,245.0008,8.849647,282.24124,8.008,0.026,7.463,0.021,7.365,0.023,7.152,0.038,7.278,0.019,7.226,0.018,6.952,0.087,,,,,Yes,Absorption,Normal Emission,Normal Emission,0000,AAAA,RS,SSG
CSS J125731.8+145638,3931119867369863680,J125731.89+145637.9,GALEX J125731.8+145638,194.3828749954345,14.943888417810426,1183.5971692770784,,5.18,0.06,,14.4915695,186.67879,15.152161,52.60489,13.685542,69.56861,12.349,0.022,11.743,0.023,11.605,0.02,11.681,0.023,11.601,0.021,11.513,0.187,8.866,,,--,20.869300842285156,0.13510000705718994,,,,,0000,AABU,SSG,-999
BD +142519,3931907289493655040,J123557.39+132924.9,GALEX J123557.4+132924,188.98908124294732,13.490205538452708,206.3839922963594,36.81,4.53,0.1,-0.1589,9.869874,224.82138,10.4354105,67.61723,9.160279,74.68537,8.29,0.034,7.68,0.02,7.57,0.029,7.405,0.034,7.465,0.021,7.381,0.018,7.234,0.1,19.7726993560791,0.1821,16.826799392700195,0.020899999886751175,Yes,Variable H-alpha,Normal Emission,Normal Emission,0000,AAAA,RS,SSG
ZTF J130047.56+183931.3,3941285677002856576,J130047.58+183931.1,GALEX J130047.6+183929,195.1982020743831,18.658665592625308,643.3195317131174,,3.3,0.07,-1.4759,13.31472,502.225,13.931437,136.1413,12.547114,177.7537,11.557,0.022,10.991,0.023,10.829,0.018,10.676,0.022,10.662,0.02,10.572,0.085,8.34,,,--,19.69569969177246,0.17440000176429749,,,,,0000,AAAU,SSG,SSG
ZTF J121624.52+163657.7,3946404900061998464,J121624.53+163657.7,,184.1021976395309,16.61602480503026,1089.102433572556,,7.61,0.08,,13.63216,720.3474,14.068097,213.49336,13.036121,291.73474,12.292,0.024,11.852,0.028,11.781,0.019,11.747,0.023,11.763,0.022,11.623,0.2,8.987,,,,,,,,,,0000,AABU,RS,-999
FN Com,3947234928261838720,J121906.43+182120.8,GALEX J121906.4+182121,184.77678950783024,18.35577368360444,241.6715379461096,31.38,5.66,0.09,,10.745709,396.68805,11.387251,111.22356,9.965285,146.79147,8.942,0.023,8.317,0.017,8.15,0.017,7.967,0.025,7.974,0.021,7.864,0.021,7.746,0.178,20.795400619506836,0.2963,18.06450080871582,0.04910000041127205,Yes,Variable H-alpha,Normal Emission,Normal Emission,0000,AAAB,SSG,-999
ZTF J122439.58+191844.0,3948844682004199296,J122439.59+191844.2,GALEX J122439.5+191845,186.16492446423464,19.312235276476216,1161.3689547103777,,0.74,0.09,-0.4029,14.75346,758.61426,15.400313,231.6287,13.894176,340.86172,12.827,0.022,12.214,0.02,12.034,0.021,11.963,0.023,11.948,0.023,11.647,0.206,9.148,,,--,21.835899353027344,0.38690000772476196,,,,,0000,AABU,cut,SSG
ZTF J123335.56+270247.8,3960908626663134848,J123335.56+270247.7,GALEX J123335.5+270247,188.398179524664,27.046595807446774,949.2578230109988,,19.59,0.04,-0.0776,13.734251,438.48816,14.318308,131.26479,12.999858,165.7788,12.008,0.03,11.39,0.034,11.302,0.02,11.247,0.024,11.268,0.022,11.174,0.121,9.092,0.501,,--,21.185800552368164,0.17980000376701355,,,,,0000,AABC,SSG,SSG
ZTF J124415.07+293832.5,3963152214500028160,J124415.07+293832.5,GALEX J124415.1+293833,191.06280624300425,29.642341296699712,1729.7155959817323,,0.83,0.05,-0.2971,15.270323,500.89838,15.844902,126.01596,14.525053,129.70781,13.578,0.027,12.976,0.032,12.892,0.03,12.713,0.023,12.715,0.026,12.222,,8.994,,,--,22.120800018310547,0.2937000095844269,,,,,0000,AAUU,SSG,SSG
ZTF J111950.93+142322.0,3966872068494672000,J111950.94+142321.8,GALEX J111950.9+142321,169.96222910880277,14.389399355541682,977.3258612544162,,4.76,0.06,-0.1601,14.308476,227.77191,14.96015,32.893795,13.498434,80.839325,12.206,0.024,11.581,0.034,11.415,0.019,11.403,0.021,11.406,0.021,11.497,0.207,8.908,,,--,21.684099197387695,0.382999986410141,,,,,0000,AABU,SSG,SSG
CSS J113334.4+220600,3980294391050065664,J113334.37+220600.5,GALEX J113334.4+220600,173.39323941414634,22.100152706180744,1262.4347243677448,,4.99,0.05,-0.2648,14.3724985,193.44608,14.918914,50.286087,13.6566925,76.34371,12.628,0.021,12.056,0.021,11.954,0.02,12.0,0.023,11.99,0.023,12.178,0.373,8.739,,,--,20.802799224853516,0.22920000553131104,,,,,0000,AACU,RS,SSG
ZTF J121854.88+235216.6,4002055684669356416,J121854.88+235216.6,GALEX J121854.8+235216,184.72866919143323,23.871267252929258,1959.8409481211725,,11.78,0.05,-0.6572,14.143832,247.8261,14.639742,74.89231,13.477365,92.29395,12.516,0.024,11.99,0.032,11.866,0.021,11.797,0.023,11.78,0.023,11.466,0.183,9.108,,,--,19.389999389648438,0.06589999794960022,,,,,0000,AABU,RS,SSG
ZTF J122012.09+244054.0,4002212433795789952,J122012.09+244053.9,,185.05040459503132,24.681647599154385,1134.576103789576,,8.4,0.07,-0.3388,13.553597,446.50214,13.98835,130.70793,12.941037,149.13332,12.306,0.024,11.8,0.031,11.71,0.02,11.631,0.022,11.667,0.022,11.789,0.232,9.084,,,,,,,,,,0000,AABU,RS,RS
HL Leo,4004885655800704896,J114347.03+240037.1,GALEX J114346.9+240035,175.94590534235692,24.01029758209632,240.8875537334748,,31.89,0.09,-0.0993,7.101652,766.89813,7.544746,232.25766,6.479473,200.1563,5.742,0.02,5.297,0.023,5.196,0.021,5.147,0.19,4.939,0.078,5.135,0.015,5.058,0.031,,--,14.404399871826172,0.00839999970048666,,,,,0000,BAAA,RS,RS
ZTF J114030.76+235933.9,4004919878100110720,J114030.77+235933.9,,175.12818739486454,23.99273868099725,1710.7898252614966,,9.02,0.06,-0.5865,15.040339,303.13492,15.659284,81.01987,14.268753,107.52075,13.13,0.022,12.533,0.021,12.403,0.025,12.379,0.023,12.363,0.024,12.235,0.369,8.459,,,,,,,,,,0000,AACU,SSG,SSG
CSS J112254.9+312108,4023767259746240768,J112255.00+312108.7,GALEX J112254.9+312108,170.72915256305842,31.352375187435367,1238.545763690389,,2.66,0.05,-0.4304,14.478824,276.96484,14.97731,79.783394,13.8152275,104.65555,12.989,0.023,12.44,0.023,12.35,0.021,12.258,0.022,12.277,0.023,12.094,0.374,8.844,,,--,20.975799560546875,0.24289999902248383,,,,,0000,AACU,RS,SSG
CSS J113707.5+310635,4024093745980236672,J113707.59+310635.6,GALEX J113707.6+310635,174.2816130335691,31.109853023345824,1971.1148324302217,,1.16,0.06,,14.916354,338.00806,15.463097,89.93049,14.201275,114.67305,13.169,0.022,12.609,0.018,12.509,0.023,12.519,0.023,12.49,0.024,12.234,,8.425,,,--,21.372900009155273,0.2939000129699707,,,,,0000,AAUU,RS,-999
CSS J113447.8+335231,4025951267796198784,J113447.89+335231.4,GALEX J113447.9+335231,173.69954870801172,33.87537960065807,1456.949635017642,,8.28,0.06,-0.4491,14.149197,326.34116,14.68581,98.77668,13.446416,111.50462,12.413,0.022,11.832,0.022,11.698,0.018,11.73,0.023,11.735,0.023,11.771,0.218,8.802,,,--,20.54210090637207,0.09929999709129333,,,,,0000,AABU,RS,SSG
ZTF J115736.09+355145.3,4031534003726701312,J115736.09+355145.3,GALEX J115736.0+355146,179.40037330638592,35.862581565763534,827.8037844978028,,9.25,0.06,-0.0418,13.068784,285.6872,13.673486,74.670876,12.312362,95.740585,11.29,0.022,10.727,0.023,10.566,0.016,10.559,0.024,10.572,0.022,10.524,0.074,8.976,,,--,20.50189971923828,0.19789999723434448,,,,,0000,AAAU,SSG,SSG
ASAS J181034-3841.4,4035976580528063488,J181034.42-384121.3,,272.64345420928663,-38.68928378,1211.0954040611637,,18.0,0.34,-0.0257,11.255003,262.1322,11.957903,86.72695,10.41211,99.072426,9.211,0.023,8.542,0.027,8.298,0.02,8.283,0.022,8.425,0.02,8.202,0.023,8.205,0.288,,,,,,,,,0000,AAAB,RS,SSG
V4138 Sgr,4082719809063565696,J192240.30-203835.3,GALEX J192240.3-203834,290.6679563065285,-20.64337423,75.37697003697637,,62.02,0.27,-0.0607,6.300821,359.7528,6.825605,91.41579,5.6065288,154.89386,4.847,0.212,4.187,0.226,4.125,0.27,4.055,0.275,3.799,0.135,4.005,0.015,3.945,0.026,17.590099334716797,0.0381,13.696999549865723,0.004699999932199717,,,,,0000,BBAA,RS,SSG
ZTF J190933.84-180314.9,4087257081243118592,J190933.84-180314.9,,287.3910235595968,-18.05417542,1266.9621438401891,,5.81,0.45,-0.4609,14.985822,167.05688,15.692526,46.649773,14.157762,63.480656,13.101,0.041,12.468,0.051,12.301,0.041,12.275,0.027,12.208,0.03,11.394,,7.739,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J191213.42-162258.4,4088082604003344512,J191213.41-162258.6,GALEX J191213.3-162259,288.05593892657265,-16.38293035,911.5571686888223,,9.64,0.42,0.082,13.705889,285.88916,14.341935,81.27043,12.929445,102.35436,11.802,0.025,11.161,0.025,11.037,0.023,11.01,0.023,11.029,0.021,11.15,0.165,8.901,,,--,21.056699752807617,0.24809999763965607,,,,,0000,AABU,RS,SSG
ZTF J193801.52-134204.3,4183568321228510976,J193801.52-134204.4,,294.50633307145165,-13.70123364,1665.571754104802,,4.52,0.5,-0.5209,15.101014,246.78464,15.767801,71.192924,14.285614,98.42737,13.062,0.024,12.448,0.026,12.296,0.023,12.301,0.024,12.266,0.026,11.713,0.26,8.387,,,,,,,,,,0000,AABU,RS,SSG
ZTF J192524.09-120423.9,4187452758369039488,,,291.3503721625304,-12.07335323,1645.749307958382,,2.14,0.48,,15.697877,132.35611,16.44269,39.241077,14.814339,51.323177,,,,,,,,,,,,,,,,,,,,,,,,,SSG,-999
ZTF J194912.26-124604.6,4188767018364066304,J194912.24-124604.5,,297.3010702325255,-12.76797683,1856.6476619589837,,11.22,0.41,-0.0974,14.632832,509.90814,15.172335,142.1837,13.935024,164.84396,13.016,0.023,12.486,0.024,12.393,0.024,12.223,0.024,12.276,0.027,11.712,0.3,8.236,,,,,,,,,,0000,AABU,RS,SSG
ZTF J200358.81-102359.7,4191050532213210368,J200358.82-102359.7,GALEX J200358.8-102359,300.9950859778251,-10.39994555,1499.617117809184,,10.2,0.34,-0.0677,13.905611,290.44705,14.50694,88.48794,13.132403,114.53569,12.059,0.026,11.436,0.022,11.281,0.023,11.284,0.023,11.249,0.022,11.487,0.244,8.65,,,--,20.584199905395508,0.15729999542236328,,,,,0000,AABU,RS,SSG
ZTF J200437.28-093942.8,4191532805501476608,J200437.28-093942.9,GALEX J200437.2-093943,301.15537410917767,-9.661929254,725.5472921895953,,6.69,0.37,-0.1005,12.852324,397.26654,13.473945,136.36984,12.089349,144.51112,10.933,0.021,10.379,0.022,10.195,0.023,10.088,0.022,10.092,0.02,10.064,0.073,8.163,,,--,20.266399383544922,0.13279999792575836,,,,,0000,AAAU,cut,SSG
ZTF J200036.99-082521.4,4192651352425481472,J200036.98-082521.5,GALEX J200037.0-082521,300.1541252463184,-8.422635443,1168.0107432810637,,2.04,0.46,-0.4715,14.6929865,428.4074,15.429583,121.75155,13.844859,161.5659,12.609,0.024,11.947,0.021,11.802,0.023,11.691,0.024,11.66,0.022,11.524,0.207,8.568,,,--,21.654800415039062,0.39320001006126404,,,,,0000,AABU,SSG,SSG
ZTF J195038.11-084807.1,4195206205132841344,J195038.12-084807.1,GALEX J195038.2-084809,297.6588261776062,-8.802021345,1941.480345446502,,19.63,0.41,-0.1257,15.1611185,291.38693,15.782429,67.58419,14.389369,103.33161,13.346,0.023,12.767,0.028,12.595,0.025,12.572,0.025,12.55,0.026,11.871,0.312,8.501,,,--,23.19729995727539,0.4713999927043915,,,,,0000,AABU,RS,SSG
ZTF J195717.74-072925.2,4195794237695187968,J195717.75-072925.3,GALEX J195717.7-072924,299.3239271438056,-7.490369639,1335.7204439607,,0.44,0.44,-0.0065,13.187048,612.417,13.576555,199.11104,12.625664,225.8721,11.905,0.026,11.627,0.022,11.535,0.021,11.517,0.022,11.53,0.021,11.299,0.227,8.993,,,--,18.870100021362305,0.06199999898672104,,,,,0000,AABU,RS,RS
ZTF J195217.68-054206.1,4197234529209774464,J195217.68-054206.2,,298.0736727,-5.701717348,1985.3827505346835,,10.43,0.42,-0.1603,15.145183,570.5867,15.724018,180.30505,14.4282465,188.35706,13.533,0.024,12.989,0.03,12.818,0.03,12.728,0.025,12.755,0.027,12.366,0.541,8.367,,,,,,,,,,0000,AACU,RS,SSG
ZTF J202411.89-055218.5,4217963759361511936,J202411.89-055218.6,GALEX J202411.8-055217,306.0495745273462,-5.87183795,1655.093020285316,,10.66,0.19,-0.0102,14.950888,231.39522,15.629025,66.028366,14.160766,84.09807,13.111,0.026,12.484,0.024,12.279,0.024,12.24,0.024,12.287,0.024,12.027,0.388,8.709,,,--,21.57080078125,0.2599000036716461,,,,,0000,AACU,SSG,SSG
ZTF J203244.86-051111.0,4218298899951930368,J203244.86-051111.0,,308.18692145149555,-5.186418183,1843.684399913012,,19.24,0.13,-0.3372,13.433296,991.60254,13.798328,331.13605,12.901172,374.43347,12.219,0.026,11.859,0.024,11.786,0.026,11.735,0.023,11.787,0.023,12.105,0.374,9.231,,,,,,,,,,0000,AACU,RS,RS
ZTF J203340.92-040439.9,4218670126861495040,J203340.91-040440.0,GALEX J203340.9-040439,308.4204987644096,-4.07779776,930.7093786435252,,20.17,0.21,,13.045381,2011.9052,13.563659,657.33044,12.357943,684.0231,11.471,0.026,10.9,0.024,10.723,0.023,10.692,0.023,10.681,0.02,10.641,0.094,8.949,,,--,19.439300537109375,0.09300000220537186,,,,,0000,AAAU,RS,-999
ZTF J202050.04-040214.1,4219278225512496128,J202050.04-040214.2,,305.20854366746624,-4.037282619,1864.6679632035184,,5.63,0.24,-0.8126,15.431818,225.75427,16.087662,67.95708,14.636531,84.92221,13.375,0.027,12.827,0.022,12.586,0.024,12.618,0.024,12.538,0.027,11.675,0.25,8.993,,,,,,,,,,dd00,AABU,SSG,SSG
ZTF J202442.08-035529.3,4219415247850578816,J202442.08-035529.3,GALEX J202442.0-035528,306.17536011806527,-3.924839574,860.3955966,,8.87,0.18,,13.908346,340.1886,14.538384,99.46906,13.137959,124.4107,12.012,0.024,11.448,0.023,11.252,0.021,11.137,0.024,11.148,0.021,11.243,0.181,8.702,,,--,21.980300903320312,0.3398999869823456,,,,,0000,AABU,SSG,-999
ZTF J202045.03-022508.6,4222827964443047808,J202045.03-022508.7,GALEX J202045.0-022508,305.18765713422937,-2.419098559,1682.737770587942,,4.55,0.26,-0.4841,14.429186,680.1119,14.922638,172.08646,13.767276,234.73538,12.944,0.024,12.434,0.022,12.335,0.026,12.159,0.023,12.181,0.024,12.023,0.372,8.804,,,--,20.643999099731445,0.15710000693798065,,,,,0000,AACU,RS,SSG
ZTF J202003.69-011207.0,4224001624385658112,J202003.69-011207.2,,305.01538760313133,-1.201995845,1665.7542385495226,,15.55,0.26,-0.1971,15.65228,226.74818,16.327688,65.92613,14.844385,85.617714,13.815,0.03,13.26,0.025,13.154,0.036,13.017,0.024,12.993,0.029,11.918,,8.864,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J201224.64-011953.3,4224125113287218432,J201224.64-011953.2,,303.10267549749904,-1.331497939,1570.9398391644595,,18.78,0.48,-0.1609,15.241158,462.85577,15.93293,121.47503,14.433321,156.52928,13.375,0.025,12.768,0.028,12.643,0.03,12.481,0.024,12.505,0.023,12.213,,8.964,,,,,,,,,,0h00,AAUU,SSG,SSG
ZTF J203614.19-042056.6,4224450190768814080,J203614.21-042056.8,,309.0591938057611,-4.349108928,1961.89512155614,,1.38,0.15,-0.2984,15.778334,1098.4421,16.32372,308.53818,15.072981,368.44354,14.262,0.036,13.722,0.035,13.547,0.046,13.438,0.025,13.467,0.034,12.337,,8.886,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J204359.57-012712.6,4225482735266771584,J204359.57-012712.6,,310.9982378550986,-1.453514308,1311.9544230620345,,7.32,0.26,,14.686784,378.36786,15.282556,130.67514,13.920802,122.51063,12.416,0.022,11.853,0.024,11.691,0.024,11.711,0.023,11.669,0.022,11.78,0.336,8.106,,,,,,,,,,0000,AABU,RS,-999
ZTF J203157.98-021240.9,4225931301651412224,J203157.97-021241.0,,307.9915885,-2.211405515,1829.183196535068,,11.09,0.4,,15.489804,942.42255,16.158058,188.30087,14.688961,290.78308,13.625,0.026,13.064,0.023,12.866,0.026,12.775,0.025,12.807,0.027,11.893,,8.755,,,,,,,,,,0000,AAUU,SSG,-999
ZTF J204317.69-003429.7,4227812944002874368,J204317.69-003429.5,,310.8237427905219,-0.574916976,1228.6604913013462,,9.48,0.16,,14.558246,512.40967,15.151254,109.45602,13.80109,154.53758,12.707,0.026,12.092,0.024,11.996,0.026,11.963,0.024,11.925,0.023,11.629,0.248,8.651,,,,,,,,,,0000,AABU,SSG,-999
PT Aqr,4227817685646540544,J204429.64-002838.7,,311.1235327985498,-0.477424758,602.6342042716474,,5.87,0.2,-0.0649,11.698572,564.73676,12.277461,177.51093,10.971053,236.71686,9.925,0.022,9.344,0.026,9.208,0.019,9.213,0.022,9.221,0.02,9.107,0.04,7.637,,,,,,,,,,0000,AAAU,RS,SSG
V1894 Aql,4229161701173443072,J202335.14-014504.6,GALEX J202335.2-014505,305.89642216317617,-1.751311471,550.9080337951598,,26.08,0.26,,10.672508,468.7314,11.232186,132.87717,9.95932,166.34615,9.055,0.03,8.517,0.034,8.343,0.021,8.247,0.024,8.303,0.021,8.191,0.021,8.188,0.256,,--,17.69770050048828,0.03189999982714653,,,,,0000,AAAB,RS,-999
ZTF J202211.34+004831.6,4230496989325576448,J202211.35+004831.4,,305.54729851658925,0.8087636485473516,1790.5115325336462,,6.57,0.33,-0.8519,15.46871,811.0465,16.07272,130.2226,14.670767,239.66873,13.673,0.031,13.03,0.037,12.88,0.033,12.736,0.023,12.733,0.026,11.958,0.401,8.4,,,,,,,,,,0000,AACU,RS,SSG
ZTF J202522.60+010246.0,4230888724703142016,J202522.61+010245.8,,306.3442331200817,1.046121251360553,1847.9095216089977,,2.57,0.37,-0.1569,15.385136,583.04926,15.909931,155.16173,14.69701,155.93613,13.792,0.029,13.311,0.031,13.219,0.035,13.081,0.025,13.111,0.029,12.494,,8.797,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J202747.43+015938.6,4231059904920528640,J202747.43+015938.5,,306.94766124414525,1.994047985296547,1744.6348209678565,,12.7,0.31,-0.1003,15.155189,276.51373,15.866325,79.68792,14.324675,97.563034,13.078,0.023,12.455,0.028,12.298,0.027,12.294,0.024,12.314,0.023,12.12,,8.247,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J203450.04+003806.9,4231413496690010112,J203450.04+003806.8,,308.70853748775284,0.6352232322255388,1021.7858643954484,,12.55,0.42,-0.1304,13.437926,436.90298,14.09954,214.7181,12.626303,193.39781,11.362,0.021,10.735,0.023,10.615,0.023,10.611,0.024,10.626,0.02,10.447,0.076,8.587,,,,,,,,,,0000,AAAU,RS,SSG
NSVS 14291575,4231689577188482176,J203736.47+021403.7,GALEX J203736.4+021404,309.40198249404085,2.234377075217652,1081.229797484337,,0.51,0.24,-1.0412,10.49828,761.2932,10.995088,229.60141,9.830064,258.21594,9.005,0.029,8.479,0.026,8.374,0.026,8.16,0.023,8.2,0.02,8.114,0.022,7.902,0.242,19.886999130249023,0.1537,15.852999687194824,0.011699999682605267,,,,,0000,AAAB,RS,RS
ZTF J200743.44-013005.5,4235788011083744512,J200743.44-013005.5,,301.93100925279566,-1.501552544,1159.2244024633246,,7.6,0.48,,13.860262,545.538,14.425936,153.49327,13.143633,201.89842,12.196,0.022,11.703,0.024,11.583,0.023,11.466,0.023,11.518,0.022,11.258,0.164,9.07,,,,,,,,,,0000,AABU,RS,-999
ZTF J201015.23+000327.1,4236434352118338688,J201015.23+000327.0,,302.5634536973668,0.057519664,1997.797963861397,,17.14,0.4,-0.5612,15.406534,269.81897,16.012033,77.68176,14.633826,102.6776,13.62,0.026,13.05,0.03,12.862,0.03,12.826,0.024,12.827,0.029,11.835,,8.952,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J200308.82+003923.8,4237410890247380608,J200308.82+003923.8,,300.78678534393714,0.6566082257915722,1879.9285327105863,,8.44,0.48,-0.5157,16.26419,388.26407,17.0137,91.20321,15.401845,131.26625,14.131,0.029,13.542,0.035,13.398,0.047,13.31,0.025,13.322,0.033,11.987,,8.916,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J195701.77+012040.1,4240344833946666368,J195701.78+012040.2,,299.2574463323766,1.3444737751362017,1025.8998913966373,,1.52,0.43,-0.5991,13.868771,479.90228,14.3763685,138.74182,13.190803,185.01074,12.208,0.024,11.727,0.025,11.62,0.025,11.583,0.023,11.601,0.022,11.974,0.381,8.67,,,,,,,,,,0h00,AACU,RS,SSG
ZTF J195818.69+011523.3,4240702656262866816,J195818.69+011523.4,,299.5778814701727,1.2564757896976375,1452.3027792909631,,15.93,0.4,-0.2947,14.72394,309.0067,15.302398,78.47181,13.942169,109.82317,12.844,0.024,12.316,0.025,12.195,0.024,12.108,0.023,12.151,0.025,11.956,0.273,9.058,,,,,,,,,,0000,AABU,RS,SSG
ZTF J195355.78+022304.0,4241068484399236864,J195355.76+022303.7,,298.4824073537304,2.3844225344427934,1650.486983464751,,11.35,0.46,-0.3268,15.618783,500.59665,16.347578,138.40004,14.781132,191.38373,13.571,0.028,12.96,0.029,12.786,0.031,12.517,0.025,12.522,0.026,11.897,,8.953,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J195751.97+032123.6,4241257531680588800,J195751.96+032123.5,GALEX J195752.0+032122,299.4665657199382,3.356530131477256,1016.1961639449316,,3.24,0.39,,14.144874,327.80215,14.783122,86.36672,13.365271,108.07415,12.148,0.022,11.513,0.023,11.378,0.025,11.337,0.023,11.299,0.021,11.232,0.159,8.997,,,--,21.45509910583496,0.28839999437332153,,,,,0000,AABU,RS,-999
ZTF J195440.82+033252.6,4242049656785584512,J195440.82+033252.5,,298.6701111050931,3.54793969,1710.346148146732,,1.19,0.41,0.0794,15.710633,462.88287,16.245687,167.8916,14.967082,167.48059,13.999,0.029,13.526,0.036,13.339,0.05,13.359,0.026,13.366,0.034,11.799,0.286,8.544,,,,,,,,,,0000,AABU,RS,SSG
ZTF J195538.58+040343.4,4242104533592763904,J195538.59+040343.4,GALEX J195538.6+040344,298.91077816747463,4.062041919,603.1676879768905,,8.88,0.41,-0.1002,13.269957,323.01035,13.951336,93.28762,12.439855,110.03648,11.285,0.023,10.664,0.025,10.5,0.023,10.411,0.023,10.385,0.02,10.137,0.065,8.69,,,--,20.67460060119629,0.1882999986410141,,,,,0000,AAAU,SSG,SSG
ZTF J195101.44+042203.6,4242353779136676352,J195101.44+042203.6,GALEX J195101.4+042204,297.75604107340325,4.367671704442729,1538.2321577606328,,4.88,0.48,,14.081001,470.84964,14.609231,150.91403,13.37677,144.94055,12.462,0.024,11.913,0.024,11.75,0.024,11.606,0.022,11.614,0.023,11.482,0.243,8.554,,,--,20.420400619506836,0.14820000529289246,,,,,0000,AABU,RS,-999
ZTF J201723.32+011933.7,4242642022967976448,J201723.32+011933.7,GALEX J201723.1+011932,304.3471749001005,1.3260162216031377,1511.7342257336495,,5.08,0.41,-0.2723,14.98226,256.9698,15.61481,66.510796,14.191692,86.80902,13.153,0.024,12.528,0.024,12.351,0.027,12.352,0.025,12.314,0.024,11.747,0.267,8.817,,,--,21.572200775146484,0.3028999865055084,,,,,0000,AABU,RS,SSG
ZTF J201331.97+015656.7,4242915011090470528,J201331.97+015656.7,,303.38322960258165,1.9490703376558565,1925.9738778399692,,1.15,0.3,-0.0105,15.488913,268.08246,16.262104,73.49509,14.609194,87.55416,13.26,0.022,12.605,0.028,12.402,0.025,12.517,0.024,12.458,0.025,12.447,0.494,8.881,,,,,,,,,,0000,AACU,SSG,SSG
ZTF J201457.08+021006.2,4242946278452538240,J201457.08+021006.1,,303.7378427259306,2.1683734162548625,1279.8402025009575,,5.35,0.47,-0.7003,15.432757,288.15594,16.108994,69.75977,14.620774,97.333755,13.449,0.026,12.824,0.031,12.626,0.026,12.615,0.024,12.558,0.026,11.69,,8.138,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J200910.42+015038.5,4243623474538786176,J200910.42+015038.5,,302.2934394566076,1.8440225498822689,1907.030235,,1.08,0.31,-0.3145,15.233261,581.648,15.836686,134.95726,14.479933,201.17235,13.521,0.026,12.951,0.027,12.87,0.034,12.719,0.025,12.687,0.027,12.088,,8.837,,,,,,,,,,0000,AAUU,RS,SSG
ZTF J201026.94+023058.1,4243759092423980800,J201026.94+023058.1,,302.6122581501615,2.5161248117215598,1683.0126660079648,,1.41,0.28,-0.2477,15.618023,263.3766,16.246435,74.537186,14.84422,92.78777,13.738,0.029,13.134,0.034,12.989,0.032,12.986,0.024,13.02,0.029,12.575,,8.971,,,,,,,,,,0000,AAUU,SSG,SSG
ZTF J201617.94+031317.7,4244149208597261440,J201617.94+031317.6,GALEX J201617.8+031317,304.07478468045935,3.2215687770093746,1047.0361129514715,,12.06,0.32,,13.789634,352.8729,14.463015,111.686104,12.974728,115.36201,11.988,0.024,11.312,0.024,11.142,0.021,10.955,0.022,10.912,0.02,10.659,0.102,8.643,,,--,21.030000686645508,0.29269999265670776,,,,,0000,AAAU,SSG,-999
